RegulationId,RegistarId,Naslov,Vazenje,Dario_StupanjeNaSnagu,Dario_DatumPrimjene,Rezultati,,
1699,2085,Pravilnik o postupku homologacije odreé?enih sastavnih dijelova i znaéçajki motornih vozila na dva ili tri kotaéça TPV 212 (izdanje 00) - DIO 2.: ureé?aji za osvjetljavanje i svjetlosnu signalizaciju za motorna vozila na dva ili tri kotaéça,Pravilnik stupa na snagu 9. 2. 2007.,09.02.2007,,1,,
1700,2089,Pravilnik o postupku homologacije odreé?enih sastavnih dijelova i znaéçajki motornih vozila na dva ili tri kotaéça TPV 212 (izdanje 00) - DIO 6.: spremnici za gorivo motornih vozila na dva ili tri kotaéça,Pravilnik stupa na snagu 9. 2. 2007.,09.02.2007,,1,,
1701,2091,Pravilnik o postupku homologacije odreé?enih sastavnih dijelova i znaéçajki motornih vozila na dva ili tri kotaéça TPV 212 (izdanje 00) - DIO 8.: elektromagnetska kompatibilnost motornih vozila na dva ili tri kotaéça i elektriéçnih ili elektroniéçkih zasebnih tehniéçkih jedinica,Pravilnik stupa na snagu 9. 2. 2007.,09.02.2007,,1,,
1703,2093,Pravilnik o postupku homologacije odreé?enih sastavnih dijelova i znaéçajki motornih vozila na dva ili tri kotaéça TPV 212 (izdanje 00) - DIO 10.: naprave za spajanje prikolica za motorna vozila na dva ili tri kotaéça,Pravilnik stupa na snagu 9. 2. 2007.,09.02.2007,,1,,
1711,2103,Pravilnik o postupku homologacije traktora za poljoprivredu i è≠umarstvo s obzirom na koéçenje TPV 307 (izdanje 00),"Pravilnik stupa na snagu17. 7. 2007.<br/>
Odredbe éçlanka 5. ovoga Pravilnika primjenjivat é?e se od 1. 4.  2008. na sve nove traktore koja se prvi put registriraju u Republici Hrvatskoj.",01.04.2008,01.04.2008,0,,
1729,2121,"Pravilnik o razvrstavanju, kategorizaciji, posebnim standardima i posebnoj kvaliteti smjeè≠tajnih objekata iz skupine ""Hoteli""","Pravilnik stupa na snagu 10. 5. 2002.<br/>
",10.05.2002,,1,,
1732,2124,"Pravilnik o razvrstavanju i minimalnim uvjetima ugostiteljskih objekata iz skupina ""Restorani"", ""Barovi"", ""Catering objekti"" i ""Objekti jednostavnih usluga""",Pravilnik stupa na snagu 16. 9. 2007.,16.09.2007,,1,,
1735,2127,Pravilnik o upisnicima ugostiteljskih objekata i o upisnicima o pruè?anju ugostiteljskih usluga u domaé?instvu i seljaéçkom domaé?instvu,"Pravilnik stupa na snagu 19. 1. 2008.<br/>
Prestaje vaè?iti:<br/>
1. Pravilnik o obliku, sadrè?aju i naéçinu voé?enja upisnika o minimalnim uvjetima i uvjetima za kategoriju ugostiteljskih objekata, te o obrascima zahtjeva ugostitelja i obliku, sadrè?aju i naéçinu voé?enja upisnika o minimalnim uvjetima i uvjetima za kategoriju objekata za pruè?anje ugostiteljskih usluga graé?ana u domaé?instvu, te o obrascima zahtjeva graé?ana (Narodne novine, br. 3/96),<br/>
2. Pravilnik o Upisniku o minimalnim uvjetima ugostiteljskih objekata koji se ne kategoriziraju i obrascu zahtjeva ugostitelja (Narodne novine, br. 14/96, 30/96 i 75/97) i<br/>
3. Pravilnik o obrascu prijave i Upisniku o pruè?anju ugostiteljskih usluga u objektima zatvorenog tipa (Narodne novine, br. 14/96, 30/96 i 75/97).",19.01.2008,,1,,
1744,2136,Pravilnik o popisu turistiéçkih cjelina (lokaliteta) po è?upanijama,Pravilnik stupa na snagu 1. listopada 2008. godine.,01.10.2008,,1,,
1747,2139,Pravilnik o iskaznici turistiéçkog vodiéça,Pravilnik stupa na snagu 1. listopada 2008. godine.,01.10.2008,,1,,
1757,2152,Uredba o utvré?ivanju visine boraviè≠ne pristojbe za 2009. godinu,Uredba stupa na snagu 22. 7. 2008.,22.07.2008,,1,,
1759,2154,Uredba o utvré?ivanju visine boraviè≠ne pristojbe za graé?ane koji pruè?anju ugostiteljske usluge u domaé?instvu za 2009. godinu,Uredba stupa na snagu 22. 7. 2008.,22.07.2008,,1,,
1763,2158,Uredba o postupku utvré?ivanja granice pomorskog dobra,Uredba stupa na snagu 29. 1. 2004.,29.01.2004,,1,,
1764,2159,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k. o. Bakar,"Odluka stupa na snagu  8. 1. 1998.
",,,0,,
1765,2160,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k. o. Bakarac,"Odluka stupa na snagu 11. 9. 1997.
",11.09.1997,,1,,
1766,2161,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Banjol,Uredba stupa na snagu 24. 4. 1999.,24.04.1999,,1,,
1767,2162,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Barbat,Uredba stupa na snagu 2. 3. 2000.,02.03.2000,,1,,
1768,2163,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Bast - Baè≠ka Voda,Uredba stupa na snagu 27. 6. 2002.,27.06.2002,,1,,
1769,2164,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Baè≠ka,"Uredba stupa na snagu 26. 4. 2000.
",26.04.2000,,1,,
1770,2165,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Baè≠ka i k.o. Batomalj,"Uredba stupa na snagu 7. 3. 2001.
",07.03.2001,,1,,
1771,2166,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Beli,Uredba stupa na snagu 5. 3. 2003.,05.03.2003,,1,,
1772,2167,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Bilice,Uredba stupa na snagu 16. 9. 2004.,16.09.2004,,1,,
1773,2168,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Biograd,"Odluka stupa na snagu 24. 7. 1998.
",24.07.1998,,1,,
1774,2169,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Bogomolje,"Uredba stupa na snagu 2. 3. 2000.
",02.03.2000,,1,,
1776,2171,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Bogovié? i k.o. Sveti Anton,Uredba stupa na snagu 18. 9. 2002.,18.09.2002,,1,,
1777,2172,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Bol,Uredba stupa na snagu 19. 10. 1999.,19.10.1999,,1,,
1778,2173,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Boè?ava,"Odluka stupa na snagu 24. 7. 1998.
",24.07.1998,,1,,
1779,2174,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Braè≠ina,"Uredba stupa na snagu 29. 7. 1999.
",29.07.1999,,1,,
1780,2175,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Brtonigla,Uredba stupa na snagu 19. 6. 2002.,19.06.2002,,1,,
1781,2176,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Brtonigla i k.o. Lovreéçica,Uredba stupa na snagu 27. 1. 1999.,27.01.1999,,1,,
1782,2177,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Cavtat,Uredba stupa na snagu 28. 1. 1999.,28.01.1999,,1,,
1783,2178,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Cres,"Uredba stupa na snagu 4. 10. 2002.
",04.10.2002,,1,,
1784,2179,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Crikvenica,Uredba stupa na snagu 12. 10. 1999.,12.10.1999,,1,,
1785,2180,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Dinjiè≠ka (otok Pag),Uredba stupa na snagu 7. 2. 2002.,07.02.2002,,1,,
1786,2181,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Donja Podstrana,Uredba stupa na snagu 9. 9. 2004.,09.09.2004,,1,,
1787,2182,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Donje Polje - Zablaé?e,Uredba stupa na snagu 27. 1. 1999.,27.01.1999,,1,,
1788,2183,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Donje Selo,Uredba stupa na snagu 19. 7. 2001.,19.07.2001,,1,,
1789,2184,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Dramalj,Uredba stupa na snagu 11. 4. 2000.,11.04.2000,,1,,
1790,2185,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Drvenik,Uredba stupa na snagu 22. 11. 2001.,22.11.2001,,1,,
1791,2186,Uredba o odreé?ivanju granice pomorskog dobra  na dijelu k. o. Drvenik Veli,Uredba stupa na snagu 28. 9. 1999.,28.09.1999,,1,,
1792,2187,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k. o. Dubrovnik,"Odluka stupa na snagu 30. 10. 1997.
",30.10.1997,,1,,
1793,2188,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Dué?e,Uredba stupa na snagu 22. 11. 2001.,22.11.2001,,1,,
1794,2189,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Funtana,"Uredba stupa na snagu 18. 10. 2002.
",18.10.2002,,1,,
1795,2190,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Goveé?ari,Uredba stupa na snagu 22. 2. 2001.,22.02.2001,,1,,
1796,2191,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Grohote,"Uredba stupa na snagu 8. 10. 2003.
",08.10.2003,,1,,
1797,2192,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Gruè?,"Uredba stupa na snagu 4. 12. 1998.
",04.12.1998,,1,,
1798,2193,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Hodilje,Uredba stupa na snagu 26. 3. 2003.,26.03.2003,,1,,
1799,2194,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Hvar,Uredba stupa na snagu 14. 12. 2000.,14.12.2000,,1,,
1800,2195,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Jablanac,"Uredba stupa na snagu 7. 2. 2002.
",07.02.2002,,1,,
1801,2196,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Jadranovo,Uredba stupa na snagu 7. 11. 2001.,07.11.2001,,1,,
1802,2197,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Jesenice,Uredba stupa na snagu 4. 10. 2002.,04.10.2002,,1,,
1803,2198,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Jezera,Uredba stupa na snagu 26. 2. 2004.,26.02.2004,,1,,
1804,2199,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Kali,Uredba stupa na snagu 15. 7. 2000.,15.07.2000,,1,,
1805,2200,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Kampor,Uredba stupa na snagu 3. 6. 1999.,03.06.1999,,1,,
1806,2201,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Kaè≠tel Lukè≠ié?,Uredba stupa na snagu 9. 3. 2004.,09.03.2004,,1,,
1807,2202,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Kaè≠tel Sué?urac,Uredba stupa na snagu 25. 12. 1999.,25.12.1999,,1,,
1808,2203,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Klada,Uredba stupa na snagu 11. 4. 2000.,11.04.2000,,1,,
1809,2204,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Kolan,Uredba stupa na snagu 27. 1. 1999.,27.01.1999,,1,,
1810,2205,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Kolan i k.o. Pag,Uredba stupa na snagu 23. 5. 1999.,23.05.1999,,1,,
1811,2206,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Komiè?a,"Uredba stupa na snagu 21. 12. 2001.
",21.12.2001,,1,,
1812,2207,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Korita,Uredba stupa na snagu 23. 9. 2004.,23.09.2004,,1,,
1813,2208,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k. o. Kostrena - Sv. Barbara,Odluka stupa na snagu 9. 10. 1997.,09.10.1997,,1,,
1814,2209,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k. o. Kostrena - Sveta Lucija,Odluka stupa na snagu 17. 10. 1996.,17.10.1996,,1,,
1815,2210,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Kraljevica,"Uredba stupa na snagu 12. 1. 2000.
",12.01.2000,,1,,
1816,2211,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Krapanj,Uredba stupa na snagu 19. 6. 1999.,19.06.1999,,1,,
1817,2212,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Krk,Uredba stupa na snagu 19. 5. 1999.,19.05.1999,,1,,
1818,2213,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Krk Grad,Uredba stupa na snagu 19. 5. 1999.,19.05.1999,,1,,
1819,2214,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Krmpote,"Odluka stupa na snagu 26. 3. 1998.
",26.03.1998,,1,,
1820,2215,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Kuéçiè≠te,"Uredba stupa na snagu 6. 10. 2000.
",06.10.2000,,1,,
1821,2216,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Lastovo,Uredba stupa na snagu 29. 3. 2001.,29.03.2001,,1,,
1822,2217,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Ledenice,"Odluka stupa na snagu 2. 4. 1998.
",02.04.1998,,1,,
1823,2218,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Liè?njan,"Uredba stupa na snagu 30. 10. 2003.
",30.10.2003,,1,,
1824,2219,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Lopar,Uredba stupa na snagu 5. 1. 2006.,05.01.2006,,1,,
1825,2220,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Lopud,Uredba stupa na snagu 2. 3. 2000.,02.03.2000,,1,,
1826,2221,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Lovran,Uredba stupa na snagu 11. 10. 2000.,11.10.2000,,1,,
1827,2222,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Lovreéçica,"Uredba stupa na snagu 17. 12. 1998.
",17.12.1998,,1,,
1828,2223,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Lubenice,Uredba stupa na snagu 23. 9. 2004.,23.09.2004,,1,,
1829,2224,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Luka èˇipan,Uredba stupa na snagu 12. 1. 2000.,12.01.2000,,1,,
1830,2225,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Makarska,Uredba stupa na snagu 15. 7. 2000.,15.07.2000,,1,,
1831,2226,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k. o. Mali Loè≠inj,"Odluka stupa na snagu 22. 1. 1998.
",22.01.1998,,1,,
1832,2227,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Maranovié?i,"Odluka stupa na snagu 24. 7. 1998.
",24.07.1998,,1,,
1833,2228,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Marina,Uredba stupa na snagu 4. 4. 2001.,04.04.2001,,1,,
1834,2229,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Martinè≠é?ica,"Uredba stupa na snagu 18. 12. 2003.
",18.12.2003,,1,,
1835,2230,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Milna,"Uredba stupa na snagu 18. 1. 2001.
",18.01.2001,,1,,
1836,2231,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Mirca,Uredba stupa na snagu 27. 9. 2001.,27.09.2001,,1,,
1837,2232,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Moè≠é?eniéçka Draga,Uredba stupa na snagu 29. 7. 1999.,29.07.1999,,1,,
1838,2233,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Murter - Betina,Odluka stupa na snagu 28. 3. 1998.,28.03.1998,,1,,
1839,2234,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Nerezine,Odluka stupa na snagu 4. 6. 1998.,04.06.1998,,1,,
1840,2235,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Nerezine i k.o. Sv. Jakov,"Uredba stupa na snagu 5. 8. 2004.
",05.08.2004,,1,,
1841,2236,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Nin,"Odluka stupa na snagu 24. 7. 1998.
",24.07.1998,,1,,
1842,2237,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Novalja,"Uredba stupa na snagu 28. 7. 1998.
",28.07.1998,,1,,
1843,2238,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Novi,Uredba stupa na snagu 14. 6. 2000.,14.06.2000,,1,,
1844,2239,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Novigrad,"Odluka stupa na snagu 24. 7. 1998.
",24.07.1998,,1,,
1845,2240,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Obod,Uredba stupa na snagu 12. 10. 1999.,12.10.1999,,1,,
1846,2241,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Okrug,"Uredba stupa na snagu 21. 12. 2001.
",21.12.2001,,1,,
1847,2242,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Omiè≠,"Uredba stupa na snagu 6. 10. 2000.
",06.10.2000,,1,,
1848,2243,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Omiè≠alj,Uredba stupa na snagu 18. 1. 2001.,18.01.2001,,1,,
1849,2244,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Omiè≠alj i k.o. Miholjice,Uredba stupa na snagu 20. 11. 2002.,20.11.2002,,1,,
1850,2245,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Opatija,"Uredba stupa na snagu 12. 10. 1999.
",12.10.1999,,1,,
1851,2246,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Opatija i k.o. Vasanska,Uredba stupa na snagu 21. 2. 2002.,21.02.2002,,1,,
1852,2247,"Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Opatija, k.o. Vasanska i k.o. Veprinac","Uredba stupa na snagu 18. 12. 2002.
",18.12.2002,,1,,
1853,2248,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Opatija i k.o. Volosko,"Uredba stupa na snagu 1. 2. 2001.
",01.02.2001,,1,,
1854,2249,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Oprié?,"Uredba stupa na snagu 29. 1. 2000.
",29.01.2000,,1,,
1855,2250,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Oprié? i k.o. Lovran,Uredba stupa na snagu 18. 12. 2003.,18.12.2003,,1,,
1856,2251,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Opuzen,"Uredba stupa na snagu 14. 9. 2000.
",14.09.2000,,1,,
1857,2252,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Orebié?,Uredba stupa na snagu 7. 3. 2002.,07.03.2002,,1,,
1858,2253,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Osor,"Uredba stupa na snagu 12. 2. 2003.
",12.02.2003,,1,,
1859,2254,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Pag,"Odluka stupa na snagu 24. 7. 1998.
",24.07.1998,,1,,
1860,2255,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Pakoè≠tane,Uredba stupa na snagu 28. 10. 2004.,28.10.2004,,1,,
1861,2256,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Petréçane,"Uredba stupa na snagu 27. 9. 2000.
",27.09.2000,,1,,
1862,2257,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Pirovac,"Uredba stupa na snagu 28. 1. 1999.
",28.01.1999,,1,,
1863,2258,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k. o. Plat,"Odluka stupa na snagu 30. 10. 1997.
",30.10.1997,,1,,
1864,2259,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Plomin,Uredba stupa na snagu 8. 5. 2002.,08.05.2002,,1,,
1865,2260,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Poljane,Uredba stupa na snagu 1. 3. 2001.,01.03.2001,,1,,
1866,2261,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Poljane i k.o. Veprinac,"Odluka stupa na snagu 26. 3. 1998.
",26.03.1998,,1,,
1867,2262,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Pomer,Uredba stupa na snagu 27. 8. 2002.,27.08.2002,,1,,
1868,2263,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Poreéç,Uredba stupa na snagu 22. 12. 2004.,22.12.2004,,1,,
1869,2264,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Povlja,"Uredba stupa na snagu 5. 3. 2003.
",05.03.2003,,1,,
1870,2265,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Povljana,"Uredba stupa na snagu 27. 1. 1999.
",27.01.1999,,1,,
1871,2266,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Praè?nica,"Uredba stupa na snagu 20. 9. 2001.
",20.09.2001,,1,,
1872,2267,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Preko,Odluka stupa na snagu 2. 4.1998.,02.04.1998,,1,,
1873,2268,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Primoè≠ten,Uredba stupa na snagu 24. 5. 2001.,24.05.2001,,1,,
1874,2269,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Privlaka,"Uredba stupa na snagu 17. 12. 1998.
",17.12.1998,,1,,
1875,2270,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Pué?iè≠é?a,Uredba stupa na snagu 4. 8. 2004.,04.08.2004,,1,,
1876,2271,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Puéçiè≠é?e,"Uredba stupa na snagu 11. 11. 2005.
",11.11.2005,,1,,
1877,2272,Odluka o odreé?ivanju granice pomorskog dobra na dijelu k.o. Pula,Odluka stupa na snagu 17. 10. 1996.,17.10.1996,,1,,
1878,2273,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Punat,Uredba stupa na snagu 21. 9. 2000.,21.09.2000,,1,,
1879,2274,Uredba o odreé?ivanju granice pomorskog dobra na dijelu k.o. Rogoznica,"Uredba stupa na snagu 13. 7. 1999.
",13.07.1999,,1,,
